Timestamp,Voltage
2026-03-12 12:47:49,3.81
2026-03-12 12:47:59,3.79
2026-03-12 12:48:09,3.80
2026-03-12 12:48:19,3.80
2026-03-12 12:48:29,3.79
2026-03-12 12:48:39,3.79
2026-03-12 12:48:49,3.80
2026-03-12 12:48:59,3.79
2026-03-12 12:49:09,3.80
2026-03-12 12:49:19,3.80
2026-03-12 12:49:29,3.81
2026-03-12 12:49:39,3.79
2026-03-12 12:49:49,3.80
2026-03-12 12:49:59,3.80
2026-03-12 12:50:09,3.81
2026-03-12 12:50:19,3.80
2026-03-12 12:50:29,3.80
2026-03-12 12:50:39,3.80
2026-03-12 12:50:49,3.79
2026-03-12 12:50:59,3.79
2026-03-12 12:51:09,3.79
2026-03-12 12:51:19,3.79
2026-03-12 12:51:29,3.80
2026-03-12 12:51:39,3.81
2026-03-12 12:51:49,3.81
2026-03-12 12:51:59,3.80
2026-03-12 12:52:09,3.79
2026-03-12 12:52:19,3.80
2026-03-12 12:52:29,3.81
2026-03-12 12:52:39,3.81
2026-03-12 12:52:49,3.80
2026-03-12 12:52:59,3.81
2026-03-12 12:53:09,3.80
2026-03-12 12:53:19,3.81
2026-03-12 12:53:29,3.80
2026-03-12 12:53:39,3.80
2026-03-12 12:53:49,3.81
2026-03-12 12:53:59,3.81
2026-03-12 12:54:09,3.80
2026-03-12 12:54:19,3.81
2026-03-12 12:54:29,3.80
2026-03-12 12:54:39,3.80
2026-03-12 12:54:49,3.79
2026-03-12 12:54:59,3.80
2026-03-12 12:55:09,3.80
2026-03-12 12:55:19,3.80
2026-03-12 12:55:29,3.79
2026-03-12 12:55:39,3.80
2026-03-12 12:55:49,3.80
2026-03-12 12:55:59,3.79
2026-03-12 12:56:09,3.79
2026-03-12 12:56:19,3.81
2026-03-12 12:56:29,3.81
2026-03-12 12:56:39,3.80
2026-03-12 12:56:49,3.81
2026-03-12 12:56:59,3.81
2026-03-12 12:57:09,3.80
2026-03-12 12:57:19,3.81
2026-03-12 12:57:29,3.81
2026-03-12 12:57:39,3.81
2026-03-12 12:57:49,3.81
2026-03-12 12:57:59,3.81
2026-03-12 12:58:09,3.81
2026-03-12 12:58:19,3.81
2026-03-12 12:58:29,3.81
2026-03-12 12:58:39,3.81
2026-03-12 12:58:49,3.81
2026-03-12 12:58:59,3.81
2026-03-12 12:59:09,3.79
2026-03-12 12:59:19,3.81
2026-03-12 12:59:29,3.81
2026-03-12 12:59:39,3.81
2026-03-12 12:59:49,3.81
2026-03-12 12:59:59,3.81
2026-03-12 13:00:09,3.80
2026-03-12 13:00:19,3.81
2026-03-12 13:00:29,3.81
2026-03-12 13:00:39,3.80
2026-03-12 13:00:49,3.80
2026-03-12 13:00:59,3.80
2026-03-12 13:01:09,3.80
2026-03-12 13:01:19,3.80
2026-03-12 13:01:29,3.81
2026-03-12 13:01:39,3.81
2026-03-12 13:01:49,3.81
2026-03-12 13:01:59,3.81
2026-03-12 13:02:09,3.81
2026-03-12 13:02:19,3.79
2026-03-12 13:02:29,3.81
2026-03-12 13:02:40,3.81
